reportingrailroadcode,reportingrailroadname,report_year,incidentnumber,accidentyear,accidentmonth,maintenancerailroadcode,maintenancerailroadname,maintenanceaccidentnumber,maintenanceaccidentyear,maintenanceaccidentmonth,day,date,time,accident_type_code,accidenttype,hazmatcars,hazmatcarsdamaged,hazmatreleasedcars,personsevacuated,divisioncode,division,station,milepost,statecode,stateabbr,statename,countycode,countyname,district,temperature,visibilitycode,visibility,weather_condition_code,weathercondition,track_type_code,tracktype,trackname,trackclass,train_direction_code,traindirection,equipment_type_code,equipmenttype,equipmentattended,trainnumber,trainspeed,recordedestimatedspeed,maximumspeed,grosstonnage,method_of_operation_code,firstcarinitials,firstcarnumber,firstcarposition,firstcarloaded,causingcarinitials,causingcarnumber,causingcarposition,causingcarloaded,passengerstransported,headendlocomotives,midtrainmanuallocomotives,midtrainremotelocomotives,rearendmanuallocomotives,rearendremotelocomotives,derailedheadendlocomotives,derailedmidtrainmanuallo,derailedmidtrainremotelo,derailedrearendmanualloc,derailedrearendremoteloc,loadedfreightcars,loadedpassengercars,emptyfreightcars,emptypassengercars,cabooses,derailedloadedfreightcars,derailedloadedpassengercars,derailedemptyfreightcars,derailedemptypassengercars,derailedcabooses,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,primaryaccidentcause,accidentcausecode,accidentcause,engineersonduty,conductorsonduty,brakemenonduty,hoursengineersonduty,minutesengineersonduty,hoursconductorsonduty,minutesconductorsonduty,railroademployeeskilled,railroademployeesinjured,passengerskilled,passengersinjured,otherskilled,othersinjured,personskilledforreportin,personsinjuredforreporti,totalpersonskilled,totalpersonsinjured,totalkilledform54,totalinjuredform54,narrative,jointtracktype,jointtrackclass,classcode,class,jointcd,incidentkey,reportkey,reporting_railroad_company_grouping,reporting_railroad_class,reporting_railroad_smt_grouping,reporting_parent_railroad_company_code,reporting_parent_railroad_company_name,reporting_railroad_holding_company,maintenance_railroad_company_grouping,maintenance_railroad_class,maintenance_railroad_smt_grouping,maintenance_parent_railroad_company_code,maintenance_parent_railroad_company_name,maintenance_railroad_holding_company,trackdensity,firemenonduty,gxid,contributingaccidentcausecode,contributingaccidentcause,subdivision,signalization_code,signalization,methodofoperation,adjunct_1,adjunctcode1,remote_control_locomotive_code,remotecontrollocomotive,specialstudy1,latitude,longitude,adjunct_2,adjunctcode2,positivealcoholtests,positivedrugtests,specialstudy2,adjunct_3,adjunctcode3,otherrailroadcode,otherrailroadname,otheraccidentnumber,accidentyearother,accidentmonthother,other_railroad_company_grouping,other_railroad_class,other_railroad_smt_grouping,other_parent_railroad_company_code,other_parent_railroad_company_name,other_railroad_holding_company
LI,Long Island Rail Road,1993,EQ930205,93,02,LI,Long Island Rail Road,EQ930205,93,02,23,1993-02-23,1:05 PM,09,Obstruction,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,NEW HYDE PARK,16.2,36,NY,NEW YORK,59,NASSAU,1,20.0,2,Day,1,Clear,1,Main,MAIN LINE #1,4,4,West,2,Passenger Train - Pulling,Yes,2051,30,Estimated,30,0.0,DGIM,CAR,009187,1,Yes,,,,,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6917.0,0.0,6917.0,M402,Object or equipment on or fouling track (motor vehicle - other than highway-rail crossing),M402,Object or equipment on or fouling track (motor vehicle - other than highway-rail crossing),1,1,1,7,14,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRAIN STRUCK MACK TRUCK WHICH WAS FOULING RIGHT-OF-WAY.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,4,3L,3L,1,LIEQ930205199302,LIEQ930205199302,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1993,EQ930101,93,01,LI,Long Island Rail Road,EQ930101,93,01,05,1993-01-05,12:32 AM,09,Obstruction,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,PATCHOGUE,55,36,NY,NEW YORK,103,SUFFOLK,1,50.0,4,Dark,1,Clear,1,Main,TRACK #1,4,3,East,2,Passenger Train - Pulling,Yes,2711,60,Estimated,60,0.0,GI,LI,002944,6,Yes,,,,,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11616.0,11616.0,M402,Object or equipment on or fouling track (motor vehicle - other than highway-rail crossing),M402,Object or equipment on or fouling track (motor vehicle - other than highway-rail crossing),1,1,1,7,6,7,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,"TRAIN NO. 2711 STRUCK OBSTRUCTION (TRAILER AXLE) CAUSING THE FUEL TANKTO RUPTURE, SPILLING APPROXIMATELY 500 GALLONS OF FUEL.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Main,4,3L,3L,1,LIEQ930101199301,LIEQ930101199301,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1992,GR921001,92,10,LI,Long Island Rail Road,GR921001,92,10,24,1992-10-24,6:13 AM,07,Hwy-rail crossing,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,BAYSHORE,39.21,36,NY,NEW YORK,103,SUFFOLK,1,50.0,1,Dawn,1,Clear,1,Main,MONTAUK #1,4,4,West,2,Passenger Train - Pulling,Yes,8731,0,,0,0.0,GI,CAR,002922,5,No,,,,,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22304.0,15362.0,37666.0,M302,Highway user inattentiveness,M302,Highway user inattentiveness,1,1,1,1,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DRIVER FELL ASLEEP AT THE WHEEL CAUSING AUTO TO MOVE FORWARD, PROCEED THRU LOWERED CROSSING GATES AND STRIKE FIFTH CAR OF TRAIN.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Main,4,3L,3L,1,LIGR921001199210,LIGR921001199210,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,338019E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1992,EQ920902,92,09,LI,Long Island Rail Road,EQ920902,92,09,21,1992-09-21,7:40 PM,01,Derailment,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,RIVERHEAD,73.3,36,NY,NEW YORK,103,SUFFOLK,1,70.0,4,Dark,2,Cloudy,1,Main,MAIN LINE (SINGLE),4,3,East,2,Passenger Train - Pulling,Yes,256,20,Estimated,20,0.0,OIM,LI,000156,1,,,,,,Yes,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1200000.0,23272.0,1223270.0,M503,"Vandalism of track or track appliances, e.g., objects  placed on track, switch thrown, etc.",M503,"Vandalism of track or track appliances, e.g., objects  placed on track, switch thrown, etc.",1,1,0,6,33,6,33,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,"SWITCH NORMALLY LINED FOR MAIN LINE TRACK WAS TAMPERED WITH, AND LINED FOR SOUTH SIDING TRACK. LOCKWAS FOUND BROKEN AND SWITCH TARGET HAD BEEN DISCONNECTED SHOWING ROUTE LINED NORMAL.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Main,4,3L,3L,1,LIEQ920902199209,LIEQ920902199209,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1992,GR920601,92,06,LI,Long Island Rail Road,GR920601,92,06,04,1992-06-04,2:00 PM,07,Hwy-rail crossing,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,BETHPAGE,26.5,36,NY,NEW YORK,59,NASSAU,1,75.0,2,Day,1,Clear,1,Main,MAIN LINE #2,4,3,East,2,Passenger Train - Pulling,Yes,2052,65,Estimated,65,0.0,DGI,LI,009002,1,Yes,,,,,Yes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17464.0,11637.0,29101.0,M304,Highway user cited for violation of highway-rail grade crossing traffic laws,M304,Highway user cited for violation of highway-rail grade crossing traffic laws,1,1,2,7,44,7,44,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,AUTOMOBILE WENT AROUND CROSSING PROTECTION; STRUCK BY TRAINNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,4,3L,3L,1,LIGR920601199206,LIGR920601199206,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,338149B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1992,GR920501,92,05,LI,Long Island Rail Road,GR920501,92,05,11,1992-05-11,6:40 AM,07,Hwy-rail crossing,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,BELLPORT,55.5,36,NY,NEW YORK,103,SUFFOLK,1,63.0,2,Day,1,Clear,1,Main,MAIN TRACK (SINGLE),4,4,West,2,Passenger Train - Pulling,Yes,11,55,Estimated,55,0.0,OIM,ENG,000171,1,,,,,,Yes,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87995.0,5842.0,93837.0,M399,Other causes (Provide detailed description in narrative),M399,Other causes (Provide detailed description in narrative),1,1,2,1,0,1,0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,"LOW-BOY TRACTOR TRAILER FOULED GRADE CROSSING, CAUSING IT TO BE STRUCK BY TRAIN.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Main,4,3L,3L,1,LIGR920501199205,LIGR920501199205,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,338059C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1992,EQ920305,92,03,LI,Long Island Rail Road,EQ920305,92,03,19,1992-03-19,6:50 PM,01,Derailment,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,HEMPSTEAD,19.5,36,NY,NEW YORK,59,NASSAU,1,28.0,4,Dark,6,Snow,2,Yard,POCKET TRACK,1,4,West,2,Passenger Train - Pulling,Yes,770,5,Estimated,5,0.0,N,LI,009223,1,No,,,,,No,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,17000.0,8425.0,25425.0,M101,"Snow, ice, mud, gravel, coal, sand, etc. on track",M101,"Snow, ice, mud, gravel, coal, sand, etc. on track",1,1,1,4,30,4,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WHILE MAKING SWITCHING MOVE IN YARD, TRAIN DERAILED 40 FEET WEST OF POCKET TRACK SWITCH.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Yard,1,3L,3L,1,LIEQ920305199203,LIEQ920305199203,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1992,EQ920206,92,02,LI,Long Island Rail Road,EQ920206,92,02,14,1992-02-14,6:38 AM,12,Other impacts,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,HEMPSTEAD,19.8,36,NY,NEW YORK,59,NASSAU,1,30.0,1,Dawn,2,Cloudy,1,Main,STATION TRACK #7,1,3,East,2,Passenger Train - Pulling,Yes,713,2,Estimated,2,0.0,DG,LI,009346,8,Yes,,,,,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16752.0,0.0,16752.0,H999,Other train operation/human factors (Provide detailed description in narrative),H999,Other train operation/human factors (Provide detailed description in narrative),1,1,3,0,25,0,25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,ENGINEER INADVERTANTLY HAD SELECTOR LEVEL IN RESERSE POSITION CAUSING TRAIN TO BACK UP AND STRIKE BUMPER BLOCK.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,1,3L,3L,1,LIEQ920206199202,LIEQ920206199202,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,EQ911003,91,10,LI,Long Island Rail Road,EQ911003,91,10,13,1991-10-13,11:43 PM,01,Derailment,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,SYOSSET,29.3,36,NY,NEW YORK,59,NASSAU,1,50.0,4,Dark,1,Clear,1,Main,TRACK NO.1,1,4,West,2,Passenger Train - Pulling,Yes,5679,40,Estimated,40,0.0,I,LI,009383,1,Yes,,,,,Yes,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,11712.0,12354.0,M503,"Vandalism of track or track appliances, e.g., objects  placed on track, switch thrown, etc.",M503,"Vandalism of track or track appliances, e.g., objects  placed on track, switch thrown, etc.",1,1,1,8,35,8,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"VANDALISM. TWO TRESPASSERS ARRESTED FOR 1ST DEGREE RECKLESS ENDANGERMENT: PLACED 12'7"" SECTION OF RUNNING RAIL ON NORTH SIDE OF NO.1 TRACKNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Main,1,3L,3L,1,LIEQ911003199110,LIEQ911003199110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,EQ910901,91,09,LI,Long Island Rail Road,EQ910901,91,09,12,1991-09-12,2:20 AM,04,Side collision,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,LONG BEACH,22.7,36,NY,NEW YORK,59,NASSAU,1,60.0,4,Dark,1,Clear,2,Yard,#5 TRACK,1,,,2,Passenger Train - Pulling,Yes,805,5,Estimated,5,0.0,N,LI,009112,1,No,,,,,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11760.0,128.0,23648.0,H307,"Shoving movement, man on or at leading end of movement, failure to control",H307,"Shoving movement, man on or at leading end of movement, failure to control",1,2,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FAILURE TO CONTROL MOVEMENT OF TR 805 INTO TRACK 5, WHICH WAS FOULED BY EQUIPMENT FOR TR 802 ON TRACK 6.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Yard,1,3L,3L,1,LIEQ910901199109,LIEQ910901199109,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,EQ910901,91,09,LI,Long Island Rail Road,EQ910901,91,09,12,1991-09-12,2:20 AM,04,Side collision,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,LONG BEACH,22.7,36,NY,NEW YORK,59,NASSAU,1,60.0,4,Dark,1,Clear,2,Yard,#6 TRACK,1,,,2,Passenger Train - Pulling,No,802,0,Estimated,5,0.0,N,LI,009343,1,No,,,,,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11760.0,0.0,23648.0,H307,"Shoving movement, man on or at leading end of movement, failure to control",H307,"Shoving movement, man on or at leading end of movement, failure to control",0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EQUIPMENT FOR 802 STANDING ON TRACK 6 AND FOULING TRACK 5 WAS STRUCK BY TR 805 MOVING INTO TRACK 5.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,3L,3L,3,LIEQ910901199109,LIEQ910901199109,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910304,91,03,LI,Long Island Rail Road,GR910304,91,03,29,1991-03-29,7:59 PM,07,Hwy-rail crossing,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,WYANDANCH,34.7,36,NY,NEW YORK,103,SUFFOLK,1,50.0,4,Dark,3,Rain,1,Main,#1 MAIN LINE,4,4,West,2,Passenger Train - Pulling,Yes,KOP8,80,Estimated,80,0.0,I,LI,009501,1,Yes,,,,,Yes,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28844.0,1000.0,29844.0,M399,Other causes (Provide detailed description in narrative),M399,Other causes (Provide detailed description in narrative),1,1,0,3,53,3,53,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,"EQUIPMENT TRAIN KOP839, TRAVELLING WEST, SUSTAINED DAMAGE WHEN IT STRUCK VEHICLE WHICH HAD DRIVEN AROUND LOWERED GATES INTO PATH OF TRAIN.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Main,4,3L,3L,1,LIGR910304199103,LIGR910304199103,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,338162P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,EQ910202,91,02,LI,Long Island Rail Road,EQ910202,91,02,11,1991-02-11,8:50 PM,01,Derailment,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,PINELAWN,,36,NY,NEW YORK,103,SUFFOLK,1,20.0,4,Dark,1,Clear,2,Yard,PW,1,3,East,1,Freight Train,Yes,RF50,5,Estimated,5,0.0,N,SP,699490,5,Yes,,,,,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10000.0,0.0,10000.0,T113,Wide gage (due to worn rails),T113,Wide gage (due to worn rails),1,1,2,8,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TRACK OUT OF GAUGE, DERAILED TRAIN RF50, CAUSING SHIFTED LOAD.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Yard,1,3L,3L,1,LIEQ910202199102,LIEQ910202199102,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1990,EQ901101,90,11,LI,Long Island Rail Road,EQ901101,90,11,19,1990-11-19,4:30 PM,03,Rear end collision,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,HOLTSVILLE,51.8,36,NY,NEW YORK,103,SUFFOLK,1,60.0,3,Dusk,1,Clear,3,Siding,PRIMA SIDING,1,,,6,Cut of cars,,,0,Recorded,10,0.0,N,CR,481096,,No,,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,38886.0,H401,Failure to stop train in clear,H401,Failure to stop train in clear,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STRUCK BY RF-60.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Siding,1,3L,3L,1,LIEQ901101199011,LIEQ901101199011,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1990,EQ901101,90,11,LI,Long Island Rail Road,EQ901101,90,11,19,1990-11-19,4:30 PM,03,Rear end collision,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,HOLTSVILLE,51.8,36,NY,NEW YORK,103,SUFFOLK,1,60.0,3,Dusk,1,Clear,3,Siding,PRIMA SIDING,1,4,West,1,Freight Train,Yes,RF60,10,Estimated,10,1960.0,N,LI,000150,1,No,,,,,No,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15852.0,23034.0,38886.0,H401,Failure to stop train in clear,H401,Failure to stop train in clear,1,1,0,6,30,6,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ENGINEER OF RF-60, TRAVELING WEST TO PLACE CARS ON SIDING TRACK, FAILED TO CONTROL TRAIN AND STRUCKEMPTY FREIGHT CARS STANDING ON SIDING TRACK CAUSING 2 ENGINES AND 3 CARS ON RF-60 TO DERAIL.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Siding,1,3L,3L,3,LIEQ901101199011,LIEQ901101199011,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1990,EQ900902,90,09,LI,Long Island Rail Road,EQ900902,90,09,21,1990-09-21,6:03 AM,01,Derailment,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,BABYLON,37,36,NY,NEW YORK,103,SUFFOLK,1,68.0,1,Dawn,2,Cloudy,2,Yard,#1 YARD TRACK,,,,2,Passenger Train - Pulling,No,I109,0,Estimated,5,0.0,N,LI,009192,10,No,,,,,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82067.0,H702,Switch improperly lined,H702,Switch improperly lined,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STRUCK BY CAR 9620 WHEN IT DERAILED ON ADJACENT TRACK.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,3L,3L,1,LIEQ900902199009,LIEQ900902199009,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
