revisiondate,reportingagencytypecode,reportingagencytype,reasoncode,reasondescription,crossingid,crossingidsuffix,reportingagencycode,reportingagencyname,statecode,statename,countycode,countyname,innearcode,innear,citycode,cityname,citydescription,street,highwayname,separatetrack,sametrack,branchname,railroadmilepostnumber,linesegment,nearesttimetablestation,timetablestation,crossingtypecode,crossingtype,crossingpurposecode,crossingpurpose,crossingpositioncode,crossingposition,numberpassengertrainperday,developmenttypecode,developmenttype,totaldaylightthrutrains,totalnighttimethrutrains,totalswitchingtrains,maximumtimetablespeed,minimumspeedrangeovercrossing,maximumspeedrangeovercrossing,numberofmaintracks,traindetectionids,traindetectionid1,traindetection1,tracksignaled,signsorsignals,numbercrossbuckassemblies,numberstopsigns,advancewarnings,advancewarning1,advancewarningtext1,pavementmarkingids,pavementmarkingid1,pavementmarking,othermutcdsigns,countroadwaygatearms,countcantileveredstructu,countcantileveredstructu_1,countmastmountedflashinglight,countflashinglightpair,highwaytrafficsignal,numberofbells,countotherflashinglights,trafficlane,highwaypaved,trackrundownstreet,crossingsurfaceids,crossingsurfaceid1,crossingsurfacedescription1,highwaynear,smallestcrossinganglecode,smallestcrossingangle,highwaysystemcode,highwaysystem,roadatcrossingcode,roadatcrossing,roadatcrossingtypecode,roadatcrossingtype,crossingonstatehighwaysystem,annualaveragedailytrafficcount,estimatedpercenttrucks,schoolbusroute,schoolbusaveragecount,reporttype,crossingclosed,reportstatus,railroadcode,class,railroadcompanygrouping,smtgrouping,parentrailroadcompanycode,parentrailroadcompanyname,holdingcompany,intersectingroadwaydistance,numberofsidingtracks,latitude,longitude,privatecrossingsigns,annualaveragedailytrafficyear,pavementmarkingid2,pavementmarking2,railroadmilepostprefix,otherflashinglightstype,railroaddivision,whistlebancode,whistleban,latlongsourcecode,latlongsource,statecontacttelephonenumber,adjacentcrossing,enssigndisplayed,nearbyhighwaytrafficsignals,crossingilluminated,railroadsubdivision,highwaytrafficsignalinte,highwaytrafficsignalinte_1,highwaytrafficsignalpree,highwaytrafficsignalpreemption,sametrackrailroad1,exemptsigns,numberothermutcdsigns1,numberothermutcodesigns2,typeoftrainserviceids,typeoftrainserviceid1,typeoftrainservice1,separatetrackrailroad1,emergencytelephonenumber,railroadcontacttelephonenumber,lowgroundclearancesigns,channeldevicemediancode,channeldevicemedian,highwayspeedlimit,highwayspeedlimittypecode,highwayspeedlimittype,rrnarrative,stnarrative,gateconfigurationcode,gateconfiguration,othermutcdsignstype1,othermutcdsignstype2,adjacentcrossingnumber,publicaccess,othermutcdsignstypetext2,othercrossingsurface,numberofyardtracks,parentrailroadcode,crossingownercode,typeoftrainserviceid2,typeoftrainservice2,lessthanonepassengertrai,hsrcorridorid,totaltransittrains,movementsperdaycode,movementsperday,trainsperyear,numberoftransittracks,numberofindistrytracks,eventrecorder,remotehealthmonitoring,countpedestriangatearms,mastmountedflashingblacklight,mastmountedflashingsidelight,nontrainactivewarningcode,nontrainactivewarning,trafficlanetypecode,trafficlanetypedescription,trainsperweek,mastmountedflashinglight,mastmountedflashinglighttype,traindetectionid2,traindetection2,typeoftrainserviceid3,typeoftrainservice3,installationdateactivewa,traindetectionid3,traindetection3,numberyieldsigns,othermutcdsignstypetext1,highwaymonitoringdevicescode,highwaymonitoringdevices,emergencyservicesroute,countadvw10_1,numberlowgroundclearancesigns,highwaytrafficpresignals,cantileveredtypestructurecode,cantileveredtypestructure,advancewarning2,advancewarningtext2,countadvw10_2,countadvw10_11,storagedistance,countadvw10_3,waysidehorn,numberothermutcdsigns3,othermutcdsignstype3,othermutcdsignstypetext3,gateconftype,gateconfigurationtype,crossingsurfaceid2,crossingsurfacedescription2,crossingsurfaceid3,crossingsurfacedescription3,blocknumber,ledenhancedsigns,pavementmarkingid3,pavementmarking3
2008-12-31,2,State,14,Change in Data,338181U,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361036812,YAPHANK,"YAPHANK City, SUFFOLK County, NEW YORK State",BELLPORT AVE,,No,Yes,LIRR MAINLINE,0056.39,,MEDFORD,179553,3,Public,1,Highway,1,At Grade,0.0,12,Residential,2.0,9.0,1.0,40.0,5.0,40.0,1.0,18,18,DC,No,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,0.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,16,(4) Minor Arterial,No,3527,15,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8209662,-72.9572289,,1986,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184857045,,,,,,,,,,NYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870332U,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,0,In,360595250,ROCKVILLE CENTRE,"ROCKVILLE CENTRE City, NASSAU County, NEW YORK State",CENTRE AVENUE,,,,MONTAUK BRANCH,0018.50,32 0190,,179146,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.6583919,-73.6495712,,1976,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870331M,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,0,In,360595250,ROCKVILLE CENTRE,"ROCKVILLE CENTRE City, NASSAU County, NEW YORK State",BANKS AVENUE,,,,MONTAUK BRANCH,0018.40,32 0184,,179146,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.6583963,-73.6508253,,1976,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870311B,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,0,In,360593380,LYNBROOK,"LYNBROOK City, NASSAU County, NEW YORK State",LINCOLN PLACE,,,,LONG BEACH BR,0017.40,58 0172,,179146,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.6542838,-73.6696222,,1976,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870296B,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,1,Near,360592020,FLORAL PARK,"FLORAL PARK City, NASSAU County, NEW YORK State",CARNATION AVE,,,,HEMPSTEAD BR,0014.90,60 0149,FLORAL PK,179121,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.7242375,-73.7076809,,1976,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870057B,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,0,In,360595290,ROSLYN,"ROSLYN City, NASSAU County, NEW YORK State",ROSLYN ROAD,,,,OYSTER BAY BR,0022.40,67 0224,ROSLYN,179182,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,14201,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.7935825,-73.6433773,,1976,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870056U,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,1,Near,360595290,ROSLYN,"ROSLYN City, NASSAU County, NEW YORK State",I-495 - LIE,,,,OYSTER BAY BR,0021.80,67 0218,ROSLYN,179182,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,218972,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.7849265,-73.6432810,,2007,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870040X,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,0,In,361035769,SMITHTOWN,"SMITHTOWN City, SUFFOLK County, NEW YORK State",SR908K SUNKEN MDW,,,,PT JEFFERSON BR,0042.40,66 0424,KINGS PARK,179549,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,28816,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8829631,-73.2732967,,2007,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870039D,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,0,In,361034970,PORT JEFFERSON,"PORT JEFFERSON City, SUFFOLK County, NEW YORK State",TOWN LINE ROAD,,,,PT JEFFERSON BR,0041.50,66 0416,KINGS PARK,179549,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8823548,-73.2878971,,1976,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870036H,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,0,In,361032840,HUNTINGTON,"HUNTINGTON City, SUFFOLK County, NEW YORK State",STONY HOLLOW RD,,,,PT JEFFERSON BR,0038.40,60 0384,GREENLAWN,179519,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8726361,-73.3467318,,1976,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870020L,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,0,In,360595842,SOUTH FARMINGDALE,"SOUTH FARMINGDALE City, NASSAU County, NEW YORK State",MERRITTS ROAD,,,,CENTRAL BRANCH,0029.30,70 0280,BETHPAGE,179215,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.7302433,-73.4593403,,1976,,,,,NORTHEASTERN,0,No,1,Actual,,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870019S,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,0,In,361031645,EAST FARMINGDALE,"EAST FARMINGDALE City, SUFFOLK County, NEW YORK State",SR24 HEMPSTEAD TP,,,,CENTRAL BRANCH,0029.20,70 0279,BETHPAGE,179215,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,42456,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.7305017,-73.4603547,,2007,,,,,NORTHEASTERN,0,No,1,Actual,,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,870345V,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,0,In,360592160,FREEPORT,"FREEPORT City, NASSAU County, NEW YORK State",LONG BEACH AVE,,,,MONTAUK BRANCH,0021.40,32 0214,FREEPORT,179125,3,Public,1,Highway,3,RR Over,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.6567886,-73.5906608,,1976,,,,,NORTHEASTERN,0,No,1,Actual,5184575521,,,,,SOUTHERN TIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338167Y,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361030620,BRENTWOOD,"BRENTWOOD City, SUFFOLK County, NEW YORK State",SECOND ST,,No,Yes,LIRR MAINLINE,0040.67,,BRENTWOOD,179575,3,Public,1,Highway,1,At Grade,0.0,13,Commercial,11.0,16.0,1.0,65.0,5.0,65.0,1.0,18,18,DC,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,0.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,7974,11,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,1.0,40.7791796,-73.2509472,,1986,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184857045,,,,,,,,,,NYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338165K,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361030620,BRENTWOOD,"BRENTWOOD City, SUFFOLK County, NEW YORK State",EXECUTIVE DR,,No,Yes,LIRR MAINLINE,0038.48,,ISLIP,179583,3,Public,1,Highway,1,At Grade,0.0,14,Industrial,11.0,16.0,1.0,65.0,5.0,65.0,1.0,18,18,DC,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,4.0,0.0,0.0,3.0,0.0,Yes,1.0,0.0,3,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,16,(4) Minor Arterial,No,16900,17,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,1.0,40.7700821,-73.2909732,,1986,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184857045,,,,,,2,For Traffic Signals,1,Simultaneous,NYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338160B,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361036805,WYANDANCH,"WYANDANCH City, SUFFOLK County, NEW YORK State",LITTLE E NECK RD,C-95,No,Yes,LIRR MAINLINE,0033.54,,BABYLON,179532,3,Public,1,Highway,1,At Grade,0.0,11,Open Space,11.0,16.0,1.0,65.0,45.0,65.0,1.0,18,18,DC,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,2.0,0.0,Yes,1.0,0.0,2,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,16,(4) Minor Arterial,No,8092,11,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.7495032,-73.3813372,,1989,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,,,,,,,2,For Traffic Signals,1,Simultaneous,NYA,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338158A,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361031645,EAST FARMINGDALE,"EAST FARMINGDALE City, SUFFOLK County, NEW YORK State",NEW HIGHWAY,,Yes,Yes,LIRR MAINLINE,0031.77,,BABYLON,179532,3,Public,1,Highway,1,At Grade,0.0,14,Industrial,35.0,27.0,4.0,80.0,5.0,80.0,1.0,18,18,DC,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,0.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,16,(4) Minor Arterial,No,11950,15,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,1.0,40.7422168,-73.4135264,,1989,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,,,,,,,2,For Traffic Signals,1,Simultaneous,NYA,,,,,,,NYAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338156L,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,1,Near,360591960,FARMINGDALE,"FARMINGDALE City, NASSAU County, NEW YORK State",ELIZABETH ST,L,No,Yes,LIRR MAINLINE,0030.07,100,FARMINGTON,183742,3,Public,1,Highway,1,At Grade,0.0,13,Commercial,14.0,17.0,4.0,65.0,5.0,65.0,2.0,18,18,DC,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,0.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,1053,11,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.7351322,-73.4445713,,1986,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,,,,,,,,,,,NYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338127B,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361031650,EAST HAMPTON,"EAST HAMPTON City, SUFFOLK County, NEW YORK State",NEWTOWN LANE,,No,Yes,MONTAUK BR,0100.30,,,179694,3,Public,1,Highway,1,At Grade,0.0,13,Commercial,5.0,9.0,1.0,65.0,5.0,65.0,1.0,18,18,DC,No,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,0.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,2,30-59,8,(08) Non-Federal Aid,0,(0) Rural,18,(6) Minor Collector,No,6235,8,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9653075,-72.1919252,,1986,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184857045,,,,,,,,,,NYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338125M,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361031650,EAST HAMPTON,"EAST HAMPTON City, SUFFOLK County, NEW YORK State",KING STREET,,No,Yes,MONTAUK BR,0100.01,,,179694,3,Public,1,Highway,1,At Grade,0.0,13,Commercial,9.0,9.0,1.0,65.0,5.0,65.0,1.0,18,18,DC,No,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,0.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,0,(0) Rural,19,(7) Local,No,1693,7,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,1.0,40.9642720,-72.1976178,,1986,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184857045,,,,,,,,,,NYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338119J,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361030643,BRIDGEHAMPTON,"BRIDGEHAMPTON City, SUFFOLK County, NEW YORK State",LUMBER LANE,,No,Yes,MONTAUK BR,0094.25,,BRIDGEHAMPTON,179681,3,Public,1,Highway,1,At Grade,0.0,12,Residential,9.0,9.0,1.0,65.0,5.0,65.0,1.0,18,18,DC,No,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,2.0,0.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,0,(0) Rural,18,(6) Minor Collector,No,1326,9,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9433859,-72.3039190,,1986,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184857045,,,,,,,,,,NYA,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338116N,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361036448,WATER MILL,"WATER MILL City, SUFFOLK County, NEW YORK State",HAYGROUND ROAD,,No,Yes,MONTAUK BR,0092.41,,BRIDGEHAMPTON,179681,3,Public,1,Highway,1,At Grade,0.0,11,Open Space,9.0,9.0,1.0,65.0,5.0,65.0,1.0,18,18,DC,No,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,2.0,0.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,0,(0) Rural,19,(7) Local,No,780,7,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9286181,-72.3328363,,1986,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184857045,,,,,,,,,,NYA,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2,State,14,Change in Data,338087F,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035810,SOUTHAMPTON,"SOUTHAMPTON City, SUFFOLK County, NEW YORK State",FRANCES BROTHERS,,,,MONTAUK BR,0071.09,,SPEONK,179666,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8202021,-72.6976289,No,1970,,,,,ALBANY,0,No,1,Actual,5184857045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
