railroadcode,railroadname,year,incidentnumber,incidentyear,incidentmonth,maintenanceincicidentrai,maintenancerailroadname,maintainenanceincidentnumber,maintenanceincidentyear,maintenanceincidentmonth,gradecrossingid,date,month,day,hour,minute,ampm,time,neareststation,division,countycode,countyname,statecode,statename,highwayname,publicprivatecode,publicprivate,highwayusercode,highwayuser,estimatedvehiclespeed,highwayuserpositioncode,highwayuserposition,equipmentinvolvedcode,equipmentinvolved,railroadcarunitposition,equipmentstruckcode,equipmentstruck,hazmatinvolvementcode,hazmatinvolvement,hazmatreleasedbycode,temperature,visibilitycode,visibility,weatherconditioncode,weathercondition,equipmenttypecode,equipmenttype,tracktypecode,tracktype,trackname,trackclass,numberoflocomotiveunits,numberofcars,trainspeed,estimatedrecordedspeedcode,traindirectioncode,traindirection,crossingwarningexpandedcode1,crossingwarningexpandedcode2,crossingwarningexpandedcode3,crossing_warning_expanded_code_12,crossingwarningexpanded1,crossingwarningexpanded2,crossingwarningexpanded3,crossing_warning_expanded_12,crossingwarningcode,crossingwarning,crossingwarninglocationcode,crossingwarninglocation,warningconnectedtosignal,crossingilluminated,viewobstructioncode,viewobstruction,userskilledforreportingr,usersinjuredforreporting,vehicledamagecost,numbervehicleoccupants,employeeskilledforreport,employeesinjuredforrepor,numberpeopleontrain,form54filed,passengerskilledforrepor,passengersinjuredforrepo,narrative,totalkilledform57,totalinjuredform57,railroadtype,railroadreporting,personskilledforreportin,totalinjuredform55a,district,whistlebancode,whistleban,reportkey,reporting_railroad_company_grouping,reporting_railroad_class,reporting_railroad_smt_grouping,reporting_parent_railroad_code,reporting_parent_railroad_name,reporting_railroad_holding_company,maintenance_railroad_grouping,maintenance_railroad_class,maintenance_railroad_smt_grouping,maintenance_parent_railroad_code,maintenance_parent_railroad_name,maintenance_railroad_holding_company,cityname,vehicledirectioncode,vehicledirection,userstruckbysecondtraincode,highwayuseractioncode,highwayuseraction,driverpassedvehicle,driverconditioncode,drivercondition,driverinvehicle,crossingwarningexpandedcode4,crossingwarningexpanded4,userage,usergender,crossingwarningexpandedcode5,crossingwarningexpanded5,hazmatreleasedby,subdivision,roadwayconditioncode,roadwaycondition,videotaken,videoused,crossingwarningexplanationcode,crossingwarningexplanation
LI,Long Island Rail Road,1981,TS810605,81,06,LI,Long Island Rail Road,TS810605,81,06,338210C,1981-06-21T00:00:00.000,06,21,06,55,PM,6:55 PM,RIVERHEAD,,103,SUFFOLK,36,NEW YORK,EAST MAIN ST,Y,Public,A,Auto,,3,Moving over crossing,2,Train (units pushing),2,2,Rail equipment struck by highway user,4,Neither,,80.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,3,2.0,5.0,20,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,500.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS810605198106,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,RIVERHEAD,3,East,No,1,Went around the gate,Unknown,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS810708,81,07,LI,Long Island Rail Road,TS810708,81,07,338147M,1981-07-04T00:00:00.000,07,04,09,46,PM,9:46 PM,WESTBURY,,059,NASSAU,36,NEW YORK,URBAN AVE,Y,Public,A,Auto,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,72.0,4,Dark,3,Rain,2,Passenger Train - Pulling,1,Main,TRACK 2,4,1.0,5.0,60,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,500.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS810708198107,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,NEW CASSEL,2,South,No,4,Stopped on crossing,Unknown,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS810803,81,08,LI,Long Island Rail Road,TS810803,81,08,338153R,1981-08-21T00:00:00.000,08,21,11,29,PM,11:29 PM,FARMINGDALE,,059,NASSAU,36,NEW YORK,MERRITTS RD,Y,Public,B,Truck,,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,4,Neither,,68.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,TRACK 1,4,2.0,5.0,50,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Unknown,Unknown,8,Not obstructed,0.0,2.0,3000.0,2.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,2.0,1L,1,0.0,2.0,1,,,LITS810803198108,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,FARMINGDALE,2,South,No,1,Went around the gate,Yes,2,Injured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS810905,81,09,LI,Long Island Rail Road,TS810905,81,09,338348D,1981-09-08T00:00:00.000,09,08,02,57,PM,2:57 PM,STEWART MANOR,,059,NASSAU,36,NEW YORK,COVERT AVENUE,Y,Public,M,Other,0,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,80.0,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,NO 1 TRACK,4,10.0,0.0,60,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,350.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS810905198109,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,FLORAL PARK,2,South,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811002,81,10,LI,Long Island Rail Road,TS811002,81,10,338172V,1981-10-13T00:00:00.000,10,13,10,35,AM,10:35 AM,CENTRAL ISLIP,,103,SUFFOLK,36,NEW YORK,SUFFOLK,Y,Public,A,Auto,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,45.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,2.0,5.0,25,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,1,Permanent structure,2.0,0.0,200.0,2.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,2.0,0.0,1L,1,2.0,0.0,1,,,LITS811002198110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,CENTRAL ISLIP,1,North,No,1,Went around the gate,Yes,1,Killed,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811001,81,10,LI,Long Island Rail Road,TS811001,81,10,338371X,1981-10-01T00:00:00.000,10,01,05,57,PM,5:57 PM,HEWLETT,,059,NASSAU,36,NEW YORK,PEARSALL AVE,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,55.0,3,Dusk,2,Cloudy,2,Passenger Train - Pulling,1,Main,TRACK 2,4,6.0,0.0,30,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,1.0,1.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,1.0,1.0,1L,1,1.0,1.0,1,,,LITS811001198110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,HEWLETT,4,West,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811011,81,10,LI,Long Island Rail Road,TS811011,81,10,338037C,1981-10-27T00:00:00.000,10,27,02,54,PM,2:54 PM,SAYVILLE,,103,SUFFOLK,36,NEW YORK,CHERRY ST,Y,Public,B,Truck,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,64.0,2,Day,3,Rain,2,Passenger Train - Pulling,1,Main,TRACK 2,4,2.0,5.0,30,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,800.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS811011198110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,SAYVILLE,2,South,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811010,81,10,LI,Long Island Rail Road,TS811010,81,10,338314J,1981-10-22T00:00:00.000,10,22,02,31,AM,2:31 AM,HUNTINGTON,,103,SUFFOLK,36,NEW YORK,OAKWOOD RD,Y,Public,A,Auto,,3,Moving over crossing,1,Train (units pulling),8,2,Rail equipment struck by highway user,4,Neither,,53.0,4,Dark,1,Clear,4,Work train,1,Main,SINGLE MAIN,4,2.0,12.0,35,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,650.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS811010198110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,HUNTINGTON,2,South,No,4,Stopped on crossing,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811004,81,10,LI,Long Island Rail Road,TS811004,81,10,338145Y,1981-10-21T00:00:00.000,10,21,07,33,PM,7:33 PM,MINEOLA,,059,NASSAU,36,NEW YORK,ROSLYN RD,Y,Public,A,Auto,10,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,4,Neither,,58.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,TRACK 1,4,8.0,0.0,70,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,1,Permanent structure,2.0,0.0,1000.0,2.0,0.0,1.0,,No,0.0,0.0,NoneNoneNoneNoneNone,2.0,0.0,1L,1,2.0,1.0,1,,,LITS811004198110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,MINEOLA,2,South,No,1,Went around the gate,Yes,1,Killed,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811003,81,10,LI,Long Island Rail Road,TS811003,81,10,338349K,1981-10-16T00:00:00.000,10,16,11,18,PM,11:18 PM,STEWART MANOR,,059,NASSAU,36,NEW YORK,NEW HYDE PARK RD,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,48.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,TRACK 1,4,8.0,0.0,30,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Yes,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,1.0,0.0,1L,1,1.0,0.0,1,,,LITS811003198110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,STEWART MANOR,1,North,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811105,81,11,LI,Long Island Rail Road,TS811105,81,11,338363F,1981-11-20T00:00:00.000,11,20,03,17,PM,3:17 PM,MALVERNE,,059,NASSAU,36,NEW YORK,HEMPSTEAD AVENUE,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,58.0,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,4,4.0,0.0,50,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Yes,Yes,8,Not obstructed,0.0,1.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,1.0,1L,1,0.0,1.0,1,,,LITS811105198111,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,MALVERNE,1,North,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811211,81,12,LI,Long Island Rail Road,TS811211,81,12,338209H,1981-12-29T00:00:00.000,12,29,11,52,AM,11:52 AM,RIVERHEAD,,103,SUFFOLK,36,NEW YORK,OSTRANDER AVE,Y,Public,A,Auto,4,3,Moving over crossing,7,Light loco(s) (standing),1,2,Rail equipment struck by highway user,4,Neither,,42.0,2,Day,1,Clear,8,Light loco(s),1,Main,SINGLE MAIN,3,1.0,0.0,0,E,,,1,3,6,10,Gates,Standard FLS,Audible,Flagged by crew,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,100.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS811211198112,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,RIVERHEAD,1,North,No,2,Stopped and then proceeded,No,3,Uninjured,Yes,7,Crossbucks,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811210,81,12,LI,Long Island Rail Road,TS811210,81,12,338027W,1981-12-28T00:00:00.000,12,28,05,41,PM,5:41 PM,BAYSHORE,,103,SUFFOLK,36,NEW YORK,PENTAQUIT ST,Y,Public,M,Other,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,40.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,1 TRACK,4,2.0,5.0,55,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Unknown,Unknown,8,Not obstructed,0.0,0.0,25.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS811210198112,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,BAYSHORE,2,South,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811209,81,12,LI,Long Island Rail Road,TS811209,81,12,338068B,1981-12-01T00:00:00.000,12,01,12,13,AM,12:13 AM,MASTIC,,103,SUFFOLK,36,NEW YORK,SMITH RD,Y,Public,A,Auto,0,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,29.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,2.0,5.0,55,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,200.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS811209198112,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,MASTIC,,,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811206,81,12,LI,Long Island Rail Road,TS811206,81,12,338299J,1981-12-23T00:00:00.000,12,23,06,10,PM,6:10 PM,GLEN ST,,059,NASSAU,36,NEW YORK,GLEN ST,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,43.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,1 TRACK,4,1.0,4.0,25,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Unknown,Unknown,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,1.0,0.0,1L,1,1.0,0.0,1,,,LITS811206198112,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,GLEN COVE,2,South,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1981,TS811201,81,12,LI,Long Island Rail Road,TS811201,81,12,338143K,1981-12-03T00:00:00.000,12,03,06,45,PM,6:45 PM,MINEOLA,,059,NASSAU,36,NEW YORK,MAIN ST,Y,Public,A,Auto,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,40.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,2 TRACK,4,8.0,0.0,80,E,3,East,1,2,6,7,Gates,Cantilever FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Unknown,No,1,Permanent structure,1.0,0.0,1000.0,1.0,0.0,0.0,,Yes,0.0,0.0,NoneNoneNoneNoneNone,1.0,0.0,1L,1,1.0,0.0,1,,,LITS811201198112,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,MINEOLA,1,North,No,1,Went around the gate,No,1,Killed,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1980,TS800105,80,01,LI,Long Island Rail Road,TS800105,80,01,338087F,1980-01-29T00:00:00.000,01,29,07,03,AM,7:03 AM,SPEONK,,103,SUFFOLK,36,NEW YORK,PRIVATE FRANCES BROS,N,Private,A,Auto,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,25.0,1,Dawn,2,Cloudy,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,5,1.0,7.0,15,E,4,West,,,,12,,,,,,,0,,No,No,8,Not obstructed,0.0,0.0,500.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS800105198001,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,SPEONK,1,North,No,4,Stopped on crossing,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1980,TS800104,80,01,LI,Long Island Rail Road,TS800104,80,01,338364M,1980-01-27T00:00:00.000,01,27,02,25,PM,2:25 PM,MALVERNE,,059,NASSAU,36,NEW YORK,OCEAN AVE,Y,Public,A,Auto,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,35.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,4,4.0,0.0,60,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,4,Topography,0.0,0.0,500.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS800104198001,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,MALVERNE,2,South,No,4,Stopped on crossing,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1980,TS800103,80,01,LI,Long Island Rail Road,TS800103,80,01,338369W,1980-01-14T00:00:00.000,01,14,10,05,AM,10:05 AM,HEWLETT,,059,NASSAU,36,NEW YORK,WEST BROADWAY,Y,Public,A,Auto,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,44.0,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,NO 2 TRACK,4,6.0,0.0,5,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,4,Topography,0.0,0.0,500.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS800103198001,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,HEWLETT,4,West,No,4,Stopped on crossing,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1980,TS800102,80,01,LI,Long Island Rail Road,TS800102,80,01,338166S,1980-01-27T00:00:00.000,01,27,07,55,PM,7:55 PM,PINEAIRE,,103,SUFFOLK,36,NEW YORK,FIFTH AVE,Y,Public,A,Auto,50,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,30.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,4,2.0,5.0,50,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,3.0,0.0,750.0,3.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,3.0,0.0,1L,1,3.0,0.0,1,,,LITS800102198001,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,BRENTWOOD,1,North,No,1,Went around the gate,Yes,1,Killed,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1978,TS780305,78,03,LI,Long Island Rail Road,TS780305,78,03,338295G,1978-03-05T00:00:00.000,03,05,02,50,PM,2:50 PM,ROSLYN,,059,NASSAU,36,NEW YORK,LINCOLN AVENUE,Y,Public,A,Auto,,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,30.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,NO 2 TRACK,4,1.0,4.0,10,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,200.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS780305197803,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,ROSLYN,4,West,No,4,Stopped on crossing,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1978,TS780303,78,03,LI,Long Island Rail Road,TS780303,78,03,338164D,1978-03-26T00:00:00.000,03,26,05,56,AM,5:56 AM,DEER PARK,,103,SUFFOLK,36,NEW YORK,COMMACK ROAD,Y,Public,A,Auto,,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,4,Neither,,36.0,4,Dark,3,Rain,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,4,1.0,3.0,62,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,1.0,400.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,1.0,1L,1,0.0,1.0,1,,,LITS780303197803,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,DEER PARK,1,North,No,1,Went around the gate,No,2,Injured,Yes,,,,,,,,,,,,,,
